Year	Month	Day	Hour	Minute	Second	Catalog	Saros	Type	Gamma
-12796	10	13	14	09	30	-182995	-335	A	-0.8375
-12795	4	7	15	07	05	-182989	-330	T	0.9686
-12795	10	2	21	20	26	-182983	-325	A	-0.1371
-12794	3	28	05	49	32	-182977	-320	T	0.1971
-12794	9	21	21	45	54	-182971	-315	A	0.5669
-12793	3	17	22	57	16	-182965	-310	T	-0.5387
-12793	9	10	21	42	14	-182959	-305	P	1.2296
-12792	2	6	04	03	38	-182954	-338	P	1.3091
-12792	3	6	13	47	42	-182953	-300	P	-1.3283
-12792	7	31	14	46	56	-182948	-333	H	-0.9690
-12791	1	25	09	07	09	-182942	-328	A	0.5705
-12791	7	21	05	32	53	-182936	-323	T	-0.2849
-12790	1	14	09	48	11	-182930	-318	A	-0.1992
-12790	7	10	20	45	11	-182924	-313	T	0.3871
-12789	1	3	13	26	55	-182918	-308	A	-0.9554
-12789	6	30	07	44	43	-182912	-303	P	1.1222
-12789	11	24	15	58	17	-182907	-336	T	0.9287
-12788	5	19	17	34	15	-182901	-331	P	-1.1200
-12788	11	13	08	37	14	-182895	-326	T	0.2085
-12787	5	8	17	48	27	-182889	-321	A	-0.3941
-12787	11	2	23	42	43	-182883	-316	T	-0.5236
-12786	4	28	00	05	32	-182877	-311	H	0.3578
-12786	10	23	08	51	38	-182871	-306	P	-1.3054
-12785	3	19	05	57	45	-182866	-339	P	-1.4684
-12785	4	17	13	27	37	-182865	-301	P	1.0634
-12785	9	12	16	00	30	-182860	-334	A	0.9717
-12784	3	7	22	59	19	-182854	-329	T	-0.7614
-12784	8	31	17	10	37	-182848	-324	A	0.2647
-12783	2	25	12	27	19	-182842	-319	H	-0.0061
-12783	8	21	01	22	21	-182836	-314	H	-0.4346
-12782	2	14	18	57	58	-182830	-309	A	0.8011
-12782	8	10	15	23	27	-182824	-304	P	-1.0769
-12781	1	5	05	43	36	-182819	-337	P	-1.2562
-12781	7	1	19	01	38	-182813	-332	?	0.9974
-12781	12	25	11	10	45	-182807	-327	H	-0.4458
-12780	6	20	04	10	31	-182801	-322	A	0.3281
-12780	12	13	23	41	34	-182795	-317	T	0.3285
-12779	6	9	06	11	59	-182789	-312	A	-0.3787
-12779	11	4	08	15	50	-182784	-345	P	-1.5193
-12779	12	3	16	18	22	-182783	-307	P	1.0425
-12778	5	29	05	38	09	-182777	-302	P	-1.0678
-12778	10	24	21	57	35	-182772	-335	A	-0.8664
-12777	4	18	22	23	00	-182766	-330	P	1.0188
-12777	10	14	04	50	19	-182760	-325	A	-0.1600
-12776	4	7	13	14	31	-182754	-320	T	0.2564
-12776	10	2	05	11	15	-182748	-315	A	0.5504
-12775	3	28	06	14	09	-182742	-310	T	-0.4743
-12775	9	21	05	28	58	-182736	-305	P	1.2198
-12774	2	16	10	32	15	-182731	-338	P	1.3946
-12774	3	17	20	39	12	-182730	-300	P	-1.2622
-12774	8	11	23	23	59	-182725	-333	T	-0.9599
-12773	2	5	15	06	28	-182719	-328	A	0.6623
-12773	8	1	14	17	14	-182713	-323	T	-0.2798
-12772	1	25	15	47	46	-182707	-318	A	-0.1094
-12772	7	21	05	19	05	-182701	-313	T	0.3910
-12771	1	13	19	56	14	-182695	-308	A	-0.8734
-12771	7	10	15	52	57	-182689	-303	P	1.1245
-12771	12	4	23	27	22	-182684	-336	T	0.9804
-12770	5	31	00	41	35	-182678	-331	P	-1.1515
-12770	11	24	16	17	54	-182672	-326	T	0.2565
-12769	5	20	00	58	28	-182666	-321	A	-0.4307
-12769	11	14	07	16	50	-182660	-316	T	-0.4832
-12768	5	8	07	33	57	-182654	-311	H	0.3155
-12768	11	2	16	08	59	-182648	-306	P	-1.2732
-12767	3	29	13	19	13	-182643	-339	P	-1.5278
-12767	4	27	21	06	27	-182642	-301	P	1.0152
-12767	9	22	23	33	27	-182637	-334	A	0.9816
-12766	3	19	06	07	59	-182631	-329	T	-0.8317
-12766	9	12	01	10	16	-182625	-324	A	0.2652
-12765	3	8	19	05	52	-182619	-319	H	-0.0845
-12765	9	1	09	51	17	-182613	-314	H	-0.4379
-12764	2	26	01	03	45	-182607	-309	A	0.7160
-12764	8	21	00	07	04	-182601	-304	P	-1.0817
-12763	1	15	11	50	50	-182596	-337	P	-1.3363
-12763	2	14	01	56	57	-182595	-299	P	1.4838
-12763	7	12	03	27	47	-182590	-332	?	0.9985
-12762	1	4	17	52	21	-182584	-327	H	-0.5177
-12762	7	1	12	05	31	-182578	-322	A	0.3345
-12762	12	25	06	53	50	-182572	-317	T	0.2627
-12761	6	20	13	38	57	-182566	-312	A	-0.3636
-12761	12	14	23	44	36	-182560	-307	T	0.9851
-12760	6	8	13	01	25	-182554	-302	P	-1.0438
-12760	11	4	05	34	54	-182549	-335	A	-0.9033
-12759	4	29	05	49	45	-182543	-330	P	1.0611
-12759	10	24	12	09	38	-182537	-325	A	-0.1906
-12758	4	18	20	48	28	-182531	-320	T	0.3085
-12758	10	13	12	26	34	-182525	-315	A	0.5259
-12757	4	8	13	37	13	-182519	-310	T	-0.4159
-12757	10	2	13	07	52	-182513	-305	P	1.2027
-12756	2	27	17	00	35	-182508	-338	P	1.4785
-12756	3	28	03	35	25	-182507	-300	P	-1.2010
-12756	8	22	07	59	27	-182502	-333	T	-0.9527
-12755	2	15	21	05	50	-182496	-328	A	0.7529
-12755	8	11	23	02	50	-182490	-323	T	-0.2736
-12754	2	4	21	46	08	-182484	-318	A	-0.0180
-12754	8	1	13	56	02	-182478	-313	T	0.3980
-12753	1	25	02	23	02	-182472	-308	A	-0.7880
-12753	7	22	00	05	31	-182466	-303	P	1.1309
-12753	12	16	06	48	01	-182461	-336	P	1.0396
-12752	1	14	14	12	30	-182460	-298	P	-1.4951
-12752	6	10	07	59	33	-182455	-331	P	-1.1744
-12752	12	4	23	50	09	-182449	-326	T	0.3115
-12751	5	30	08	19	07	-182443	-321	A	-0.4595
-12751	11	24	14	42	27	-182437	-316	T	-0.4364
-12750	5	19	15	12	31	-182431	-311	H	0.2806
-12750	11	13	23	15	15	-182425	-306	P	-1.2326
-12749	5	9	04	53	49	-182419	-301	T	0.9733
-12749	10	4	06	59	01	-182414	-334	?	0.9980
-12748	3	29	13	21	26	-182408	-329	T	-0.8978
-12748	9	22	09	03	46	-182402	-324	A	0.2722
-12747	3	19	01	48	50	-182396	-319	H	-0.1583
-12747	9	11	18	16	12	-182390	-314	H	-0.4366
-12746	3	8	07	11	40	-182384	-309	A	0.6329
-12746	9	1	08	48	04	-182378	-304	P	-1.0842
-12745	1	26	17	56	35	-182373	-337	P	-1.4179
-12745	2	25	07	54	33	-182372	-299	P	1.3957
-12745	7	23	11	56	59	-182367	-332	A	0.9965
-12744	1	16	00	30	46	-182361	-327	H	-0.5935
-12744	7	11	20	06	08	-182355	-322	A	0.3355
-12743	1	4	14	01	45	-182349	-317	T	0.1923
-12743	6	30	21	13	45	-182343	-312	A	-0.3550
-12743	12	25	07	04	34	-182337	-307	T	0.9225
-12742	6	19	20	35	49	-182331	-302	P	-1.0278
-12742	11	15	13	00	10	-182326	-335	A	-0.9490
-12741	5	10	13	26	56	-182320	-330	P	1.0957
-12741	11	4	19	17	01	-182314	-325	A	-0.2304
-12740	4	29	04	30	59	-182308	-320	T	0.3535
-12740	10	23	19	32	32	-182302	-315	A	0.4935
-12739	4	18	21	07	12	-182296	-310	T	-0.3637
-12739	10	12	20	41	11	-182290	-305	P	1.1804
-12738	4	8	10	35	07	-182284	-300	P	-1.1436
-12738	9	2	16	34	00	-182279	-333	T	-0.9470
-12737	2	27	03	05	23	-182273	-328	A	0.8425
-12737	8	23	07	46	37	-182267	-323	T	-0.2691
-12736	2	16	03	46	33	-182261	-318	A	0.0724
-12736	8	11	22	32	14	-182255	-313	H	0.4049
-12735	2	4	08	52	41	-182249	-308	H	-0.7033
-12735	8	1	08	18	11	-182243	-303	P	1.1383
-12735	12	26	14	04	53	-182238	-336	P	1.1025
-12734	1	24	21	10	41	-182237	-298	P	-1.4174
-12734	6	21	15	26	23	-182232	-331	P	-1.1899
-12734	12	16	07	13	29	-182226	-326	T	0.3737
-12733	6	10	15	51	48	-182220	-321	A	-0.4793
-12733	12	5	21	56	08	-182214	-316	T	-0.3808
-12732	5	29	23	03	05	-182208	-311	H	0.2546
-12732	11	24	06	08	51	-182202	-306	P	-1.1825
-12731	5	19	12	52	12	-182196	-301	T	0.9404
-12731	10	14	14	16	00	-182191	-334	?	1.0217
-12730	4	9	20	39	21	-182185	-329	T	-0.9593
-12730	10	3	16	51	47	-182179	-324	A	0.2846
-12729	3	30	08	34	03	-182173	-319	A	-0.2291
-12729	9	23	02	35	41	-182167	-314	T	-0.4303
-12728	3	18	13	22	20	-182161	-309	A	0.5526
-12728	9	11	17	25	19	-182155	-304	P	-1.0840
-12727	2	6	00	03	10	-182150	-337	P	-1.4989
-12727	3	7	13	56	11	-182149	-299	P	1.3099
-12727	8	2	20	27	24	-182144	-332	A	0.9927
-12726	1	26	07	09	49	-182138	-327	T	-0.6697
-12726	7	23	04	09	54	-182132	-322	A	0.3329
-12725	1	15	21	06	16	-182126	-317	T	0.1185
-12725	7	12	04	54	38	-182120	-312	A	-0.3517
-12724	1	5	14	19	13	-182114	-307	T	0.8555
-12724	6	30	04	18	06	-182108	-302	?	-1.0176
-12724	11	25	20	15	05	-182103	-335	P	-1.0020
-12723	5	20	21	15	40	-182097	-330	P	1.1217
-12723	11	15	02	13	14	-182091	-325	A	-0.2782
-12722	5	10	12	22	20	-182085	-320	T	0.3911
-12722	11	4	02	27	40	-182079	-315	A	0.4521
-12721	4	30	04	45	03	-182073	-310	T	-0.3191
-12721	10	24	04	03	44	-182067	-305	P	1.1483
-12720	4	18	17	42	21	-182061	-300	P	-1.0934
-12720	9	13	01	03	34	-182056	-333	T	-0.9461
-12719	3	9	09	07	42	-182050	-328	A	0.9288
-12719	9	2	16	27	38	-182044	-323	T	-0.2667
-12718	2	26	09	49	48	-182038	-318	A	0.1610
-12718	8	23	07	07	40	-182032	-313	H	0.4121
-12717	2	15	15	22	14	-182026	-308	H	-0.6174
-12717	8	12	16	31	54	-182020	-303	P	1.1476
-12716	1	6	21	16	03	-182015	-336	P	1.1703
-12716	2	5	04	07	43	-182014	-298	P	-1.3380
-12716	7	1	23	01	05	-182009	-331	P	-1.1988
-12716	12	26	14	30	41	-182003	-326	T	0.4406
-12715	6	20	23	34	34	-181997	-321	A	-0.4913
-12715	12	16	05	01	39	-181991	-316	T	-0.3192
-12714	6	10	07	02	41	-181985	-311	H	0.2353
-12714	12	5	12	52	32	-181979	-306	P	-1.1252
-12713	5	30	20	59	05	-181973	-301	T	0.9142
-12713	10	25	21	22	58	-181968	-334	P	1.0538
-12712	4	20	04	04	45	-181962	-329	P	-1.0138
-12712	10	14	00	32	10	-181956	-324	A	0.3042
-12711	4	9	15	25	18	-181950	-319	A	-0.2935
-12711	10	3	10	48	48	-181944	-314	T	-0.4178
-12710	3	29	19	39	09	-181938	-309	A	0.4778
-12710	9	23	01	56	04	-181932	-304	P	-1.0783
-12709	3	18	20	03	46	-181926	-299	P	1.2277
-12709	8	14	04	57	38	-181921	-332	A	0.9886
-12708	2	6	13	49	38	-181915	-327	T	-0.7465
-12708	8	2	12	14	45	-181909	-322	A	0.3287
-12707	1	26	04	09	49	-181903	-317	T	0.0429
-12707	7	22	12	41	03	-181897	-312	A	-0.3528
-12706	1	15	21	28	30	-181891	-307	T	0.7843
-12706	7	11	12	09	18	-181885	-302	?	-1.0139
-12706	12	7	03	18	38	-181880	-335	P	-1.0632
-12705	6	1	05	14	42	-181874	-330	P	1.1401
-12705	11	26	08	56	39	-181868	-325	A	-0.3356
-12704	5	20	20	23	08	-181862	-320	T	0.4209
-12704	11	14	09	13	54	-181856	-315	A	0.4032
-12703	5	10	12	29	41	-181850	-310	T	-0.2809
-12703	11	3	11	20	15	-181844	-305	P	1.1104
-12702	4	30	00	55	25	-181838	-300	P	-1.0488
-12702	9	24	09	28	12	-181833	-333	T	-0.9496
-12701	3	20	15	13	42	-181827	-328	?	1.0113
-12701	9	14	01	03	50	-181821	-323	T	-0.2682
-12700	3	8	15	59	11	-181815	-318	A	0.2450
-12700	9	2	15	37	41	-181809	-313	H	0.4158
-12699	2	25	21	58	21	-181803	-308	H	-0.5356
-12699	8	23	00	42	28	-181797	-303	P	1.1555
-12698	1	17	04	24	28	-181792	-336	P	1.2407
-12698	2	15	11	06	31	-181791	-298	P	-1.2592
-12698	7	13	06	42	18	-181786	-331	P	-1.2025
-12697	1	6	21	41	03	-181780	-326	T	0.5128
-12697	7	2	07	26	32	-181774	-321	A	-0.4968
-12697	12	27	11	56	39	-181768	-316	T	-0.2498
-12696	6	20	15	13	07	-181762	-311	H	0.2240
-12696	12	15	19	25	23	-181756	-306	P	-1.0597
-12695	6	10	05	15	10	-181750	-301	T	0.8954
-12695	11	5	04	20	48	-181745	-334	P	1.0936
-12694	5	1	11	36	58	-181739	-329	P	-1.0617
-12694	10	25	08	04	09	-181733	-324	A	0.3320
-12693	4	20	22	22	00	-181727	-319	A	-0.3523
-12693	10	14	18	54	38	-181721	-314	T	-0.3987
-12692	4	9	02	01	58	-181715	-309	A	0.4081
-12692	10	3	10	20	05	-181709	-304	P	-1.0671
-12691	3	29	02	19	13	-181703	-299	P	1.1506
-12691	8	24	13	26	18	-181698	-332	A	0.9853
-12690	2	16	20	31	18	-181692	-327	T	-0.8228
-12690	8	13	20	19	28	-181686	-322	A	0.3238
-12689	2	6	11	12	38	-181680	-317	T	-0.0338
-12689	8	2	20	28	56	-181674	-312	A	-0.3554
-12688	1	27	04	35	08	-181668	-307	T	0.7112
-12688	7	21	20	05	23	-181662	-302	?	-1.0135
-12688	12	17	10	13	22	-181657	-335	P	-1.1301
-12687	1	15	19	57	54	-181656	-297	P	1.5031
-12687	6	11	13	22	42	-181651	-330	P	1.1519
-12687	12	6	15	30	30	-181645	-325	A	-0.3999
-12686	6	1	04	33	04	-181639	-320	T	0.4432
-12686	11	25	15	48	35	-181633	-315	A	0.3446
-12685	5	21	20	23	37	-181627	-310	T	-0.2512
-12685	11	14	18	26	28	-181621	-305	P	1.0628
-12684	5	10	08	17	19	-181615	-300	P	-1.0125
-12684	10	4	17	45	08	-181610	-333	T	-0.9600
-12683	3	30	21	26	41	-181604	-328	P	1.0873
-12683	9	24	09	34	32	-181598	-323	T	-0.2741
-12682	3	19	22	13	26	-181592	-318	A	0.3256
-12682	9	14	00	03	42	-181586	-313	H	0.4171
-12681	3	9	04	38	02	-181580	-308	H	-0.4555
-12681	9	3	08	48	52	-181574	-303	P	1.1609
-12680	1	28	11	30	15	-181569	-336	P	1.3135
-12680	2	26	18	07	43	-181568	-298	P	-1.1816
-12680	7	23	14	28	44	-181563	-331	P	-1.2020
-12679	1	17	04	47	36	-181557	-326	T	0.5877
-12679	7	12	15	25	12	-181551	-321	A	-0.4977
-12678	1	6	18	45	56	-181545	-316	T	-0.1768
-12678	7	1	23	31	09	-181539	-311	H	0.2183
-12678	12	27	01	48	56	-181533	-306	A	-0.9873
-12677	6	21	13	39	18	-181527	-301	T	0.8832
-12677	11	16	11	09	21	-181522	-334	P	1.1408
-12676	5	11	19	17	39	-181516	-329	P	-1.1021
-12676	11	4	15	28	11	-181510	-324	A	0.3673
-12675	5	1	05	27	20	-181504	-319	A	-0.4027
-12675	10	25	02	52	28	-181498	-314	T	-0.3720
-12674	4	20	08	32	36	-181492	-309	A	0.3450
-12674	10	14	18	35	39	-181486	-304	P	-1.0492
-12673	4	9	08	43	52	-181480	-299	P	1.0799
-12673	9	4	21	49	14	-181475	-332	A	0.9858
-12672	2	28	03	17	10	-181469	-327	T	-0.8965
-12672	8	24	04	21	24	-181463	-322	A	0.3203
-12671	2	16	18	16	32	-181457	-317	T	-0.1100
-12671	8	13	04	18	03	-181451	-312	A	-0.3591
-12670	2	6	11	39	09	-181445	-307	T	0.6363
-12670	8	2	04	06	35	-181439	-302	?	-1.0164
-12670	12	28	16	57	02	-181434	-335	P	-1.2047
-12669	1	27	02	43	56	-181433	-297	P	1.4329
-12669	6	22	21	40	30	-181428	-330	P	1.1567
-12669	12	17	21	53	46	-181422	-325	A	-0.4722
-12668	6	11	12	51	14	-181416	-320	T	0.4587
-12668	12	5	22	16	05	-181410	-315	A	0.2797
-12667	6	1	04	25	17	-181404	-310	T	-0.2286
-12667	11	25	01	26	33	-181398	-305	P	1.0093
-12666	5	21	15	45	41	-181392	-300	A	-0.9827
-12666	10	16	01	55	29	-181387	-333	T	-0.9762
-12665	4	11	03	46	41	-181381	-328	P	1.1567
-12665	10	5	17	56	35	-181375	-323	T	-0.2868
-12664	3	30	04	37	27	-181369	-318	A	0.3987
-12664	9	24	08	21	37	-181363	-313	H	0.4126
-12663	3	19	11	25	53	-181357	-308	H	-0.3812
-12663	9	13	16	48	23	-181351	-303	P	1.1619
-12662	2	7	18	36	18	-181346	-336	P	1.3862
-12662	3	9	01	13	46	-181345	-298	P	-1.1073
-12662	8	3	22	17	55	-181340	-331	P	-1.1992
-12661	1	28	11	49	09	-181334	-326	T	0.6661
-12661	7	23	23	30	31	-181328	-321	A	-0.4938
-12660	1	18	01	27	46	-181322	-316	H	-0.0989
-12660	7	12	07	56	15	-181316	-311	H	0.2180
-12659	1	6	08	04	40	-181310	-306	A	-0.9093
-12659	7	1	22	11	42	-181304	-301	T	0.8781
-12659	11	26	17	48	40	-181299	-334	P	1.1960
-12658	5	23	03	05	48	-181293	-329	P	-1.1355
-12658	11	15	22	43	53	-181287	-324	A	0.4106
-12657	5	12	12	39	43	-181281	-319	A	-0.4464
-12657	11	5	10	41	35	-181275	-314	T	-0.3372
-12656	4	30	15	11	57	-181269	-309	A	0.2893
-12656	10	25	02	43	41	-181263	-304	P	-1.0251
-12655	4	19	15	17	02	-181257	-299	?	1.0150
-12655	9	15	06	07	13	-181252	-332	A	0.9897
-12654	3	10	10	08	11	-181246	-327	T	-0.9668
-12654	9	4	12	18	46	-181240	-322	A	0.3199
-12653	2	28	01	22	32	-181234	-317	T	-0.1850
-12653	8	24	12	05	07	-181228	-312	A	-0.3608
-12652	2	17	18	43	56	-181222	-307	T	0.5621
-12652	8	12	12	07	57	-181216	-302	?	-1.0184
-12651	1	7	23	34	58	-181211	-335	P	-1.2827
-12651	2	6	09	28	59	-181210	-297	P	1.3624
-12651	7	3	06	06	00	-181205	-330	P	1.1563
-12651	12	28	04	08	22	-181199	-325	A	-0.5507
-12650	6	22	21	17	31	-181193	-320	T	0.4675
-12650	12	17	04	34	32	-181187	-315	A	0.2066
-12649	6	12	12	35	33	-181181	-310	T	-0.2142
-12649	12	6	08	17	38	-181175	-305	A	0.9471
-12648	5	31	23	23	46	-181169	-300	A	-0.9617
-12648	10	26	09	57	19	-181164	-333	?	-1.0001
-12647	4	21	10	14	56	-181158	-328	P	1.2189
-12647	10	16	02	11	20	-181152	-323	T	-0.3055
-12646	4	10	11	09	55	-181146	-318	A	0.4657
-12646	10	5	16	31	19	-181140	-313	H	0.4022
-12645	3	30	18	20	37	-181134	-308	H	-0.3114
-12645	9	25	00	40	31	-181128	-303	P	1.1576
-12644	2	19	01	43	01	-181123	-336	P	1.4584
-12644	3	19	08	25	09	-181122	-298	P	-1.0368
-12644	8	14	06	07	50	-181117	-331	P	-1.1959
-12643	2	7	18	49	58	-181111	-326	T	0.7443
-12643	8	3	07	39	47	-181105	-321	A	-0.4874
-12642	1	28	08	04	37	-181099	-316	H	-0.0179
-12642	7	23	16	26	28	-181093	-311	H	0.2210
-12641	1	17	14	14	05	-181087	-306	A	-0.8266
-12641	7	13	06	48	52	-181081	-301	T	0.8766
-12641	12	8	00	19	51	-181076	-334	P	1.2582
-12640	6	2	11	02	28	-181070	-329	P	-1.1614
-12640	11	26	05	52	53	-181064	-324	A	0.4607
-12639	5	22	19	59	58	-181058	-319	A	-0.4826
-12639	11	15	18	23	00	-181052	-314	T	-0.2950
-12638	5	11	22	01	07	-181046	-309	A	0.2420
-12638	11	5	10	40	41	-181040	-304	T	-0.9922
-12637	4	30	22	02	21	-181034	-299	A	0.9589
-12637	9	26	14	16	16	-181029	-332	?	1.0002
-12636	3	20	17	06	24	-181023	-327	P	-1.0324
-12636	9	14	20	08	58	-181017	-322	A	0.3249
-12635	3	10	08	32	47	-181011	-317	T	-0.2569
-12635	9	3	19	50	07	-181005	-312	A	-0.3606
-12634	2	28	01	47	27	-180999	-307	T	0.4873
-12634	8	23	20	11	10	-180993	-302	P	-1.0209
-12633	1	19	06	04	34	-180988	-335	P	-1.3659
-12633	2	17	16	10	05	-180987	-297	P	1.2894
-12633	7	14	14	37	52	-180982	-330	P	1.1514
-12632	1	8	10	15	26	-180976	-325	A	-0.6345
-12632	7	3	05	50	35	-180970	-320	T	0.4707
-12632	12	27	10	48	24	-180964	-315	A	0.1294
-12631	6	22	20	51	33	-180958	-310	T	-0.2053
-12631	12	16	15	04	49	-180952	-305	A	0.8804
-12630	6	12	07	08	23	-180946	-300	A	-0.9470
-12630	11	6	17	50	35	-180941	-333	P	-1.0315
-12629	5	2	16	53	18	-180935	-328	P	1.2724
-12629	10	27	10	16	28	-180929	-323	T	-0.3322
-12628	4	20	17	54	06	-180923	-318	A	0.5235
-12628	10	16	00	30	41	-180917	-313	H	0.3841
-12627	4	10	01	26	16	-180911	-308	T	-0.2495
-12627	10	5	08	23	02	-180905	-303	P	1.1467
-12626	3	30	15	42	46	-180899	-298	T	-0.9712
-12626	8	25	13	56	53	-180894	-331	P	-1.1933
-12625	2	19	01	48	48	-180888	-326	T	0.8232
-12625	8	14	15	50	17	-180882	-321	A	-0.4808
-12624	2	8	14	37	41	-180876	-316	H	0.0650
-12624	8	3	01	00	34	-180870	-311	H	0.2267
-12623	1	27	20	18	25	-180864	-306	A	-0.7402
-12623	7	23	15	30	48	-180858	-301	T	0.8792
-12623	12	18	06	44	27	-180853	-334	P	1.3260
-12622	1	16	21	06	32	-180852	-296	P	-1.5052
-12622	6	13	19	06	42	-180847	-329	P	-1.1803
-12622	12	7	12	53	41	-180841	-324	H	0.5186
-12621	6	3	03	28	48	-180835	-319	A	-0.5106
-12621	11	27	01	56	44	-180829	-314	T	-0.2461
-12620	5	22	04	59	35	-180823	-309	A	0.2026
-12620	11	15	18	30	24	-180817	-304	T	-0.9534
-12619	5	11	04	58	34	-180811	-299	A	0.9110
-12619	10	6	22	17	43	-180806	-332	P	1.0163
-12618	4	1	00	11	20	-180800	-327	P	-1.0933
-12618	9	26	03	51	47	-180794	-322	A	0.3352
-12617	3	21	15	48	08	-180788	-317	T	-0.3249
-12617	9	15	03	28	06	-180782	-312	A	-0.3543
-12616	3	10	08	55	07	-180776	-307	T	0.4165
-12616	9	3	04	11	09	-180770	-302	P	-1.0199
-12615	1	29	12	30	48	-180765	-335	P	-1.4502
-12615	2	27	22	52	11	-180764	-297	P	1.2180
-12615	7	24	23	13	46	-180759	-330	P	1.1439
-12614	1	18	16	17	30	-180753	-325	A	-0.7216
-12614	7	14	14	29	18	-180747	-320	T	0.4692
-12613	1	7	16	55	24	-180741	-315	A	0.0458
-12613	7	4	05	15	02	-180735	-310	H	-0.2033
-12613	12	27	21	45	59	-180729	-305	A	0.8071
-12612	6	22	15	00	57	-180723	-300	A	-0.9397
-12612	11	17	01	35	29	-180718	-333	P	-1.0704
-12612	12	16	09	43	50	-180717	-295	P	1.5009
-12611	5	12	23	42	35	-180712	-328	P	1.3169
-12611	11	6	18	12	19	-180706	-323	T	-0.3662
-12610	5	2	00	48	16	-180700	-318	A	0.5740
-12610	10	27	08	20	11	-180694	-313	H	0.3589
-12609	4	21	08	40	50	-180688	-308	T	-0.1944
-12609	10	16	15	54	41	-180682	-303	P	1.1280
-12608	4	9	23	08	00	-180676	-298	T	-0.9115
-12608	9	4	21	43	22	-180671	-331	P	-1.1929
-12607	3	1	08	48	23	-180665	-326	T	0.9007
-12607	8	25	00	01	04	-180659	-321	A	-0.4748
-12606	2	18	21	09	06	-180653	-316	H	0.1481
-12606	8	14	09	35	26	-180647	-311	H	0.2324
-12605	2	8	02	19	45	-180641	-306	A	-0.6518
-12605	8	4	00	14	42	-180635	-301	T	0.8835
-12605	12	29	13	04	16	-180630	-334	P	1.3978
-12604	1	28	03	05	04	-180629	-296	P	-1.4170
-12604	6	24	03	17	22	-180624	-329	P	-1.1932
-12604	12	17	19	50	08	-180618	-324	H	0.5813
-12603	6	13	11	05	57	-180612	-319	A	-0.5305
-12603	12	7	09	22	39	-180606	-314	T	-0.1895
-12602	6	2	12	08	38	-180600	-309	A	0.1719
-12602	11	27	02	09	40	-180594	-304	T	-0.9062
-12601	5	22	12	07	33	-180588	-299	A	0.8720
-12601	10	18	06	07	02	-180583	-332	P	1.0417
-12600	4	11	07	26	13	-180577	-327	P	-1.1473
-12600	5	10	18	01	55	-180576	-289	P	1.5358
-12600	10	6	11	25	16	-180571	-322	A	0.3528
-12599	3	31	23	08	50	-180565	-317	T	-0.3887
-12599	9	25	11	01	01	-180559	-312	A	-0.3435
-12598	3	21	16	04	47	-180553	-307	T	0.3478
-12598	9	14	12	08	03	-180547	-302	?	-1.0152
-12597	2	9	18	51	57	-180542	-335	P	-1.5370
-12597	3	11	05	34	04	-180541	-297	P	1.1471
-12597	8	5	07	53	19	-180536	-330	P	1.1345
-12596	1	29	22	16	09	-180530	-325	A	-0.8109
-12596	7	24	23	11	13	-180524	-320	T	0.4653
-12595	1	17	23	01	36	-180518	-315	A	-0.0393
-12595	7	14	13	43	01	-180512	-310	H	-0.2055
-12594	1	7	04	24	15	-180506	-305	H	0.7300
-12594	7	3	22	59	05	-180500	-300	A	-0.9377
-12594	11	28	09	12	29	-180495	-333	P	-1.1163
-12594	12	27	16	53	43	-180494	-295	P	1.4337
-12593	5	24	06	42	27	-180489	-328	P	1.3525
-12593	11	18	01	58	10	-180483	-323	T	-0.4083
-12592	5	12	07	55	32	-180477	-318	A	0.6144
-12592	11	6	15	58	53	-180471	-313	H	0.3257
-12591	5	1	16	06	03	-180465	-308	T	-0.1471
-12591	10	26	23	15	15	-180459	-303	P	1.1011
-12590	4	21	06	41	50	-180453	-298	T	-0.8586
-12590	9	16	05	23	55	-180448	-331	P	-1.1975
-12589	3	12	15	49	37	-180442	-326	T	0.9758
-12589	9	5	08	09	22	-180436	-321	A	-0.4719
-12588	3	1	03	40	26	-180430	-316	H	0.2299
-12588	8	24	18	09	49	-180424	-311	T	0.2370
-12587	2	18	08	20	26	-180418	-306	A	-0.5631
-12587	8	14	09	00	35	-180412	-301	T	0.8895
-12586	1	8	19	18	44	-180407	-334	P	1.4743
-12586	2	7	09	01	06	-180406	-296	P	-1.3257
-12586	7	5	11	34	43	-180401	-329	P	-1.2001
-12586	12	29	02	40	59	-180395	-324	T	0.6495
-12585	6	24	18	50	13	-180389	-319	A	-0.5441
-12585	12	18	16	42	41	-180383	-314	T	-0.1273
-12584	6	12	19	27	13	-180377	-309	A	0.1489
-12584	12	7	09	42	32	-180371	-304	T	-0.8536
-12583	6	1	19	26	21	-180365	-299	A	0.8400
-12583	10	28	13	47	25	-180360	-332	P	1.0736
-12582	4	22	14	50	07	-180354	-327	P	-1.1948
-12582	5	22	01	39	08	-180353	-289	P	1.4983
-12582	10	17	18	47	26	-180348	-322	A	0.3790
-12581	4	12	06	37	30	-180342	-317	T	-0.4461
-12581	10	6	18	24	28	-180336	-312	A	-0.3248
-12580	3	31	23	20	55	-180330	-307	T	0.2851
-12580	9	24	19	58	28	-180324	-302	?	-1.0043
-12579	3	21	12	20	26	-180318	-297	P	1.0806
-12579	8	15	16	33	37	-180313	-330	P	1.1253
-12578	2	9	04	11	30	-180307	-325	A	-0.9021
-12578	8	5	07	55	58	-180301	-320	T	0.4591
