Year	Month	Day	Hour	Minute	Second	Catalog	EclipseType	Magnitude1	Magnitude2	Latitude	Longitude
-12819	1	19	10	40	39	0	Pen	—	—	11N	172W
-12819	2	17	21	01	26	0	Pen	—	—	17N	7E
-12819	7	16	-17	-24	-34	0	P	—	—	8S	57W
-12818	1	09	00	39	10	0	T	—	—	6N	27E
-12818	7	05	-16	-41	-31	0	T	—	—	2S	68W
-12818	12	29	17	47	54	0	T	—	—	1N	88W
-12817	6	24	-17	-10	-45	0	T	—	—	3N	79W
-12817	12	19	09	28	22	0	Pen	—	—	4S	126E
-12816	6	12	-11	-47	-2	0	Pen	—	—	8N	15W
-12816	11	08	05	11	11	0	P	—	—	17S	27E
-12815	5	03	-8	-31	-20	0	P	—	—	19N	9W
-12815	10	28	-18	-39	-44	0	T	—	—	20S	16E
-12814	4	23	-16	-6	-5	0	T	—	—	22N	125W
-12814	10	17	-17	-3	-33	0	P	—	—	23S	35E
-12813	4	12	-3	-8	-55	0	P	—	—	24N	60E
-12813	9	07	-20	-12	-37	0	Pen	—	—	22S	50W
-12813	10	06	-8	-39	-7	0	Pen	—	—	25S	144E
-12812	3	02	-11	-34	-47	0	Pen	—	—	20N	115W
-12812	4	01	-21	-2	00	0	Pen	—	—	26N	139E
-12812	8	26	-4	-50	-52	0	P	—	—	20S	164E
-12811	2	19	13	12	43	0	P	—	—	19N	111W
-12811	8	16	-14	-16	-56	0	T	—	—	18S	19E
-12810	2	08	18	51	59	0	T	—	—	16N	32W
-12810	8	05	-5	-1	-32	0	P	—	—	15S	143E
-12809	1	29	07	40	13	0	P	—	—	13N	152E
-12809	7	25	-3	-3	-35	0	Pen	—	—	12S	162E
-12809	12	20	17	55	49	0	P	—	—	3S	97W
-12808	1	19	00	37	35	0	Pen	—	—	10N	37E
-12808	6	14	-21	-49	-23	0	Pen	—	—	7N	163W
-12808	12	09	08	19	58	0	T	—	—	7S	102E
-12807	6	03	-14	-8	-44	0	T	—	—	11N	54W
-12807	11	28	16	01	46	0	P	—	—	10S	148W
-12806	5	23	00	-4	-36	0	T	—	—	14N	145E
-12806	11	17	17	11	45	0	Pen	—	—	14S	144W
-12805	5	13	-7	-47	-34	0	Pen	—	—	17N	15E
-12805	10	08	-20	-38	-41	0	P	—	—	25S	35W
-12804	4	02	-5	-22	-50	0	P	—	—	25N	20E
-12804	9	26	-10	-20	-29	0	T	—	—	25S	120E
-12803	3	22	-1	-8	-23	0	T	—	—	24N	70E
-12803	9	16	-19	-15	-53	0	P	—	—	24S	26W
-12802	3	11	00	-39	-27	0	P	—	—	23N	58E
-12802	9	05	-3	-58	-19	0	Pen	—	—	22S	171W
-12801	1	30	17	19	58	0	Pen	—	—	14N	71W
-12801	3	01	-20	-32	-3	0	Pen	—	—	20N	108E
-12801	7	27	-9	-20	-26	0	P	—	—	12S	74E
-12800	1	20	07	42	05	0	P	—	—	10N	143E
-12800	7	15	-8	-57	-33	0	T	—	—	7S	63E
-12799	1	09	00	59	28	0	T	—	—	5N	28E
-12799	7	04	-9	-23	-19	0	T	—	—	2S	52E
-12799	12	29	16	29	51	0	P	—	—	0N	118W
-12798	6	23	-3	-40	-45	0	Pen	—	—	4N	116E
-12798	11	19	12	00	51	0	P	—	—	13S	142E
-12797	5	14	00	-36	-25	0	P	—	—	17N	121E
-12797	11	08	12	11	31	0	T	—	—	17S	131E
-12796	5	03	-8	-25	-52	0	T	—	—	20N	6E
-12796	10	27	-9	-42	-28	0	P	—	—	21S	150E
-12795	4	23	-20	00	-14	0	T	—	—	23N	175E
-12795	9	17	-11	-44	-18	0	Pen	—	—	23S	81E
-12795	10	16	00	-41	-11	0	Pen	—	—	24S	85W
-12794	4	12	-14	-31	-20	0	Pen	—	—	25N	121W
-12794	9	07	-20	-12	-2	0	P	—	—	22S	50W
-12793	3	02	-4	-40	-39	0	P	—	—	21N	11W
-12793	8	27	-5	-45	-1	0	T	—	—	21S	150E
-12792	2	20	01	25	40	0	T	—	—	19N	68E
-12792	8	16	-20	-50	-38	0	P	—	—	19S	86W
-12791	2	08	14	39	07	0	P	—	—	17N	92W
-12791	8	05	-19	-13	-17	0	Pen	—	—	16S	67W
-12791	12	31	01	08	58	0	Pen	—	—	1N	19E
-12790	1	29	07	44	23	0	Pen	—	—	14N	153E
-12790	6	25	-14	00	-31	0	Pen	—	—	3N	33W
-12790	12	20	15	18	08	0	T	—	—	3S	142W
-12789	6	14	-6	-2	-26	0	T	—	—	7N	77E
-12789	12	09	22	37	55	0	T	—	—	6S	33W
-12788	6	03	-15	-52	-42	0	T	—	—	10N	84W
-12788	11	27	23	42	34	0	Pen	—	—	10S	29W
-12787	5	24	-23	-47	-11	0	P	—	—	14N	146E
-12787	10	18	-12	-59	-28	0	P	—	—	23S	96E
-12786	4	14	-22	-31	-35	0	P	—	—	25N	121E
-12786	10	07	-2	-8	-52	0	T	—	—	24S	109W
-12785	4	03	-18	-50	-41	0	T	—	—	25N	170E
-12785	9	27	-10	-47	-51	0	P	—	—	24S	105E
-12784	3	22	-18	-27	-47	0	P	—	—	24N	174E
-12784	9	16	-19	-30	-34	0	Pen	—	—	23S	40W
-12783	2	10	00	02	26	0	Pen	—	—	18N	44E
-12783	3	11	-13	-57	-56	0	Pen	—	—	22N	137W
-12783	8	06	-1	-17	-19	0	P	—	—	16S	155W
-12782	1	30	14	46	10	0	P	—	—	14N	101W
-12782	7	26	-1	-10	-24	0	T	—	—	11S	166W
-12781	1	20	08	06	25	0	T	—	—	9N	143E
-12781	7	15	-1	-28	-24	0	T	—	—	6S	177W
-12780	1	09	23	23	34	0	P	—	—	5N	2W
-12780	7	04	-19	-26	-6	0	Pen	—	—	1S	98W
-12780	11	29	18	37	52	0	Pen	—	—	9S	102W
-12779	5	25	-16	-30	-51	0	P	—	—	13N	108W
-12779	11	18	18	52	50	0	T	—	—	14S	113W
-12778	5	14	00	-37	-52	0	T	—	—	17N	122E
-12778	11	07	21	30	31	0	T	—	—	18S	79W
-12777	5	04	-12	-44	-47	0	T	—	—	21N	69W
-12777	9	28	-3	-22	-27	0	Pen	—	—	23S	134W
-12777	10	28	-16	-52	-27	0	Pen	—	—	22S	45E
-12776	4	22	-7	-53	-11	0	Pen	—	—	24N	5W
-12776	9	17	-11	-38	-6	0	P	—	—	23S	81E
-12775	3	13	-22	-28	-24	0	P	—	—	23N	105E
-12775	9	07	-21	-16	-59	0	T	—	—	23S	65W
-12774	3	02	-15	-55	-35	0	T	—	—	22N	176W
-12774	8	27	-12	-42	-2	0	P	—	—	22S	45E
-12773	2	19	21	38	52	0	P	—	—	20N	24E
-12773	8	16	-11	-22	-42	0	Pen	—	—	19S	64E
-12772	1	11	08	16	56	0	Pen	—	—	5N	134E
-12772	2	09	14	50	29	0	Pen	—	—	18N	92W
-12772	7	05	-6	-4	-19	0	Pen	—	—	2S	98E
-12772	12	30	22	09	50	0	T	—	—	2N	26W
-12771	6	25	-21	-47	-39	0	T	—	—	2N	152W
-12771	12	20	05	06	08	0	T	—	—	2S	68E
-12770	6	14	-7	-32	-44	0	T	—	—	6N	47E
-12770	12	09	06	04	45	0	Pen	—	—	6S	72E
-12769	6	04	-15	-38	-18	0	P	—	—	10N	83W
-12769	10	29	-5	-30	-54	0	P	—	—	21S	148W
-12768	4	24	-15	-31	-49	0	Pen	—	—	23N	123W
-12768	10	18	-18	-6	-20	0	T	—	—	23S	21E
-12767	4	13	-12	-24	-37	0	T	—	—	24N	74W
-12767	10	07	-2	-27	-44	0	P	—	—	23S	109W
-12766	4	02	-12	-7	-37	0	P	—	—	24N	85W
-12766	9	27	-11	-9	-44	0	Pen	—	—	23S	105E
-12765	2	21	06	45	56	0	Pen	—	—	21N	160E
-12765	3	22	-7	-18	-2	0	Pen	—	—	23N	21W
-12765	8	18	-17	-13	-55	0	P	—	—	20S	24W
-12764	2	10	21	49	06	0	P	—	—	17N	15E
-12764	8	06	-17	-21	-15	0	T	—	—	15S	36W
-12763	1	30	15	11	13	0	T	—	—	13N	101W
-12763	7	26	-17	-28	-1	0	T	—	—	11S	47W
-12762	1	20	06	12	14	0	P	—	—	9N	114E
-12762	7	15	-11	-4	-59	0	Pen	—	—	6S	33E
-12762	12	11	01	06	05	0	Pen	—	—	5S	1W
-12761	6	05	-8	-17	-22	0	Pen	—	—	9N	38E
-12761	11	30	01	24	40	0	T	—	—	10S	12W
-12760	5	25	-16	-41	-22	0	T	—	—	13N	107W
-12760	11	18	04	36	11	0	T	—	—	15S	37E
-12759	5	14	-5	-21	-24	0	T	—	—	18N	62E
-12759	10	09	-19	-7	-32	0	Pen	—	—	22S	3W
-12759	11	07	14	49	20	0	Pen	—	—	19S	176E
-12758	5	03	-1	-5	-48	0	Pen	—	—	21N	111E
-12758	9	28	-3	-11	-31	0	P	—	—	24S	133W
-12757	3	24	-16	-8	-23	0	Pen	—	—	23N	154W
-12757	9	18	-12	-56	00	0	T	—	—	24S	66E
-12756	3	12	-9	-10	-4	0	T	—	—	23N	60W
-12756	9	06	-4	-40	-22	0	P	—	—	24S	176E
-12755	3	02	-19	-16	-27	0	P	—	—	22N	139E
-12755	8	26	-3	-34	-24	0	Pen	—	—	22S	180E
-12754	1	21	15	19	52	0	Pen	—	—	9N	110W
-12754	2	19	21	56	09	0	Pen	—	—	21N	24E
-12754	7	17	-22	00	-11	0	Pen	—	—	6S	131W
-12753	1	11	04	52	45	0	P	—	—	6N	90E
-12753	7	06	-13	-24	-14	0	T	—	—	3S	7W
-12753	12	31	11	23	34	0	T	—	—	2N	169E
-12752	6	25	-23	-4	-7	0	T	—	—	1N	167W
-12752	12	19	12	19	00	0	Pen	—	—	2S	173E
-12751	6	14	-7	-22	-22	0	P	—	—	5N	62E
-12751	11	09	01	51	44	0	P	—	—	18S	17W
-12750	5	05	-8	-25	-43	0	Pen	—	—	21N	8E
-12750	10	29	-10	-11	-8	0	T	—	—	20S	152E
-12749	4	24	-5	-51	-21	0	T	—	—	23N	27E
-12749	10	19	-18	-15	-33	0	T	—	—	22S	22E
-12748	4	12	-5	-37	-49	0	T	—	—	24N	16E
-12748	10	07	-2	-58	-7	0	Pen	—	—	23S	124W
-12747	3	03	-10	-23	-48	0	Pen	—	—	24N	84W
-12747	4	01	00	-27	-21	0	Pen	—	—	23N	95E
-12747	8	28	-9	-14	-49	0	P	—	—	22S	106E
-12746	2	21	04	54	20	0	P	—	—	20N	130E
-12746	8	17	-9	-32	-41	0	T	—	—	19S	80E
-12745	2	10	22	14	26	0	T	—	—	17N	15E
-12745	8	06	-9	-25	-12	0	T	—	—	15S	84E
-12744	1	31	12	55	52	0	P	—	—	13N	130W
-12744	7	25	-2	-38	-49	0	Pen	—	—	10S	163E
-12744	12	21	07	24	31	0	Pen	—	—	1S	100E
-12743	6	16	-23	-55	-14	0	Pen	—	—	5N	169E
-12743	12	10	07	48	51	0	T	—	—	6S	104E
-12742	6	05	-8	-36	-14	0	T	—	—	9N	23E
-12742	11	29	11	32	55	0	T	—	—	11S	153E
-12741	5	26	-21	-49	-40	0	T	—	—	14N	178E
-12741	10	20	-11	00	-40	0	Pen	—	—	21S	128E
-12741	11	18	22	22	30	0	Pen	—	—	15S	68W
-12740	5	14	-18	-9	-12	0	Pen	—	—	18N	133W
-12740	10	09	-18	-52	-33	0	P	—	—	23S	2W
-12739	4	03	-9	-39	-10	0	Pen	—	—	23N	54W
-12739	9	28	-4	-41	-22	0	T	—	—	24S	163W
-12738	3	23	-2	-18	-14	0	T	—	—	24N	56E
-12738	9	18	-20	-44	00	0	P	—	—	25S	54W
-12737	3	13	-12	-8	-3	0	P	—	—	24N	105W
-12737	9	07	-19	-51	-27	0	Pen	—	—	24S	50W
-12736	2	01	22	20	03	0	Pen	—	—	13N	6E
-12736	3	02	-18	-55	-43	0	Pen	—	—	23N	140E
-12736	7	27	-13	-52	-1	0	Pen	—	—	11S	0W
-12735	1	21	11	31	46	0	P	—	—	10N	155W
-12735	7	16	-4	-56	-12	0	T	—	—	7S	124E
-12734	1	10	17	35	57	0	T	—	—	6N	75W
-12734	7	06	-14	-29	-11	0	T	—	—	3S	21W
-12734	12	30	18	25	46	0	P	—	—	2N	86W
-12733	6	26	-22	-58	-39	0	P	—	—	1N	167W
-12733	11	20	09	04	45	0	Pen	—	—	15S	99E
-12732	5	15	-1	-9	-59	0	Pen	—	—	18N	124E
-12732	11	08	21	34	33	0	T	—	—	17S	77W
-12731	5	05	-23	-7	-17	0	T	—	—	20N	143E
-12731	10	29	-10	-12	-25	0	T	—	—	20S	153E
-12730	4	24	-22	-58	-22	0	T	—	—	22N	131E
-12730	10	19	-18	-55	-35	0	Pen	—	—	21S	7E
-12729	4	13	-17	-28	-19	0	Pen	—	—	23N	149W
-12729	9	08	-1	-21	-4	0	P	—	—	24S	123W
-12728	3	03	-11	-58	-16	0	P	—	—	23N	114W
-12728	8	27	-1	-45	-33	0	T	—	—	22S	149W
-12727	2	21	05	17	57	0	T	—	—	20N	131E
-12727	8	16	-1	-21	-12	0	T	—	—	18S	145W
-12726	2	10	19	37	37	0	P	—	—	16N	15W
-12726	8	06	-18	-9	-38	0	Pen	—	—	14S	51W
-12725	1	01	13	34	36	0	Pen	—	—	4N	145W
-12725	1	31	03	17	25	0	Pen	—	—	12N	80E
-12725	6	27	-15	-26	-3	0	Pen	—	—	0S	45W
-12725	12	21	14	06	08	0	P	—	—	1S	156W
-12724	6	15	00	-24	-2	0	T	—	—	5N	169E
-12724	12	09	18	24	20	0	T	—	—	7S	107W
-12723	6	05	-14	-9	-27	0	T	—	—	10N	51W
-12723	11	29	05	48	54	0	P	—	—	11S	63E
-12722	5	25	-11	-3	-33	0	Pen	—	—	15N	17W
-12722	10	20	-10	-42	-48	0	P	—	—	21S	128E
-12721	4	14	-2	-59	-42	0	Pen	—	—	23N	62E
-12721	10	10	-20	-38	-15	0	T	—	—	23S	32W
-12720	4	03	-19	-16	-53	0	T	—	—	24N	171E
-12720	9	28	-12	-57	-44	0	P	—	—	25S	77E
-12719	3	23	-4	-53	-28	0	T	—	—	25N	11E
-12719	9	17	-12	-14	-23	0	Pen	—	—	25S	81E
-12718	2	12	05	18	05	0	Pen	—	—	16N	122E
-12718	3	13	-11	-45	-1	0	Pen	—	—	25N	104W
-12718	8	07	-5	-39	-41	0	Pen	—	—	15S	131E
-12717	2	01	18	03	44	0	P	—	—	14N	54W
-12717	7	28	-20	-22	-33	0	T	—	—	11S	90W
-12716	1	21	23	41	16	0	T	—	—	10N	25E
-12716	7	16	-5	-49	-20	0	T	—	—	8S	110E
-12715	1	10	00	28	30	0	P	—	—	7N	14E
-12715	7	06	-14	-29	-11	0	P	—	—	4S	21W
-12715	11	30	16	12	08	0	Pen	—	—	11S	146W
-12714	5	27	-17	-47	-45	0	Pen	—	—	14N	121W
-12714	11	20	05	13	29	0	T	—	—	14S	39E
-12713	5	16	-16	-14	-18	0	T	—	—	17N	102W
-12713	11	09	21	41	11	0	T	—	—	17S	77W
-12712	5	04	-16	-6	-40	0	T	—	—	20N	113W
-12712	10	29	-11	-3	-15	0	Pen	—	—	19S	138E
-12711	4	23	-10	-18	-11	0	P	—	—	21N	34W
-12711	9	19	-17	-34	-56	0	P	—	—	25S	7W
-12710	3	14	-4	-45	-24	0	P	—	—	25N	2E
-12710	9	08	-18	-3	-27	0	T	—	—	24S	18W
-12709	3	04	-11	-37	-32	0	T	—	—	22N	113W
-12709	8	28	-17	-18	-23	0	T	—	—	21S	14W
-12708	2	22	02	18	14	0	P	—	—	19N	86E
-12708	8	16	-9	-40	-10	0	Pen	—	—	18S	80E
-12707	1	11	19	38	38	0	Pen	—	—	8N	44W
-12707	2	10	09	26	12	0	Pen	—	—	16N	180W
-12707	7	07	-6	-49	-32	0	Pen	—	—	5S	85E
-12707	12	31	20	17	05	0	P	—	—	3N	55W
-12706	6	27	-16	-4	-30	0	T	—	—	0N	60W
-12706	12	21	01	09	07	0	T	—	—	2S	9E
-12705	6	16	-6	-21	-27	0	T	—	—	6N	79E
-12705	12	10	13	07	06	0	P	—	—	7S	179E
-12704	6	04	-3	-48	-5	0	Pen	—	—	11N	98E
-12704	10	30	21	18	17	0	P	—	—	19S	101W
-12703	4	25	-20	-10	-27	0	Pen	—	—	21N	178E
-12703	10	20	-12	-43	-20	0	T	—	—	22S	99E
-12702	4	14	-12	-6	-54	0	T	—	—	23N	73W
-12702	10	09	-5	-20	-41	0	P	—	—	24S	152W
-12701	4	04	-21	-32	-32	0	T	—	—	25N	127E
-12701	9	28	-4	-45	-15	0	Pen	—	—	26S	163W
-12700	2	23	12	16	50	0	Pen	—	—	19N	123W
-12700	3	23	-4	-29	-16	0	Pen	—	—	26N	26E
-12700	8	18	-21	-28	-13	0	Pen	—	—	18S	83W
-12699	2	12	00	35	25	0	P	—	—	17N	62E
-12699	8	07	-11	-47	-11	0	T	—	—	15S	41E
-12698	2	01	05	43	09	0	T	—	—	14N	126E
-12698	7	28	-21	-5	-54	0	T	—	—	12S	105W
-12697	1	21	06	27	12	0	P	—	—	11N	115E
-12697	7	17	-5	-55	-14	0	P	—	—	9S	110E
-12697	12	11	23	11	11	0	Pen	—	—	7S	30W
-12696	1	10	10	05	39	0	Pen	—	—	7N	164E
-12696	6	06	-10	-15	-36	0	Pen	—	—	10N	10E
-12696	11	30	12	44	03	0	T	—	—	10S	170E
-12695	5	26	-9	-11	-5	0	P	—	—	14N	14E
-12695	11	20	05	25	52	0	T	—	—	13S	39E
-12694	5	15	-9	-3	-44	0	T	—	—	17N	3E
-12694	11	09	20	37	32	0	Pen	—	—	16S	91W
-12693	5	04	-2	-57	-24	0	P	—	—	19N	82E
-12693	9	30	-9	-57	-18	0	Pen	—	—	25S	124E
-12692	3	25	-21	-27	-38	0	P	—	—	25N	133E
-12692	9	18	-10	-27	-7	0	T	—	—	25S	113E
-12691	3	14	-4	-29	-51	0	T	—	—	24N	17E
-12691	9	07	-9	-17	-16	0	T	—	—	23S	117E
-12690	3	04	-15	-1	-52	0	P	—	—	22N	158W
-12690	8	27	-1	-10	-59	0	Pen	—	—	20S	134W
-12689	1	23	01	37	46	0	Pen	—	—	12N	57E
-12689	2	21	15	33	15	0	Pen	—	—	19N	64W
-12689	7	19	-22	-9	-33	0	Pen	—	—	9S	129W
-12688	1	12	02	24	25	0	P	—	—	7N	46E
-12688	7	07	-7	-39	-56	0	T	—	—	4S	71E
-12688	12	31	07	51	10	0	T	—	—	2N	125E
-12687	6	27	-22	-27	-59	0	T	—	—	1N	150W
-12687	12	20	20	20	49	0	P	—	—	3S	66W
-12686	6	16	-20	-23	-51	0	Pen	—	—	6N	131W
-12686	11	11	05	08	26	0	P	—	—	16S	30E
-12685	5	06	-13	-8	-41	0	Pen	—	—	18N	66W
-12685	10	31	18	58	53	0	T	—	—	19S	130W
-12684	4	24	-4	-45	-33	0	T	—	—	22N	43E
-12684	10	20	-21	-55	-43	0	P	—	—	22S	36W
-12683	4	14	-14	-2	-49	0	T	—	—	24N	102W
-12683	10	09	-21	-24	-37	0	Pen	—	—	25S	32W
-12682	3	05	-4	-44	-58	0	Pen	—	—	21N	7W
-12682	4	04	-21	-9	-38	0	P	—	—	25N	142E
-12682	8	29	-13	-16	-10	0	Pen	—	—	21S	47E
-12681	2	23	07	03	47	0	P	—	—	20N	163E
-12681	8	18	-3	-10	-56	0	T	—	—	19S	173W
-12680	2	12	11	42	25	0	T	—	—	17N	133W
-12680	8	07	-12	-20	-35	0	T	—	—	16S	41E
-12679	1	31	12	25	29	0	P	—	—	14N	144W
-12679	7	28	-21	-19	00	0	P	—	—	13S	104W
-12679	12	22	06	07	03	0	Pen	—	—	2S	86E
-12678	1	20	16	32	18	0	Pen	—	—	11N	80W
-12678	6	17	-2	-36	-40	0	Pen	—	—	6N	126E
-12678	12	11	20	07	52	0	T	—	—	6S	75W
-12677	6	06	-1	-58	-4	0	P	—	—	10N	130E
-12677	12	01	13	02	03	0	T	—	—	9S	170E
-12676	5	25	-1	-48	-43	0	T	—	—	13N	119E
-12676	11	20	04	08	23	0	Pen	—	—	12S	24E
-12675	5	15	-19	-24	-23	0	P	—	—	16N	147W
-12675	10	10	-2	-29	-45	0	Pen	—	—	24S	105W
-12674	4	05	-14	-3	-24	0	P	—	—	25N	111W
-12674	5	04	-6	-2	-9	0	Pen	—	—	18N	37E
-12674	9	29	-2	-58	-16	0	T	—	—	25S	132W
-12673	3	26	-21	-18	-8	0	T	—	—	25N	133E
-12673	9	18	-1	-22	-48	0	T	—	—	24S	113W
-12672	3	14	-8	-19	-32	0	P	—	—	23N	42W
-12672	9	07	-16	-45	-7	0	Pen	—	—	22S	3W
-12671	2	02	07	33	44	0	Pen	—	—	16N	158E
-12671	3	03	-2	-18	-57	0	Pen	—	—	21N	37E
-12671	7	29	-13	-25	-58	0	Pen	—	—	14S	17E
-12670	1	22	08	29	02	0	P	—	—	11N	147E
-12670	7	19	-23	-10	-36	0	T	—	—	9S	143W
-12669	1	11	14	28	01	0	T	—	—	6N	134W
-12669	7	08	-14	-28	-1	0	T	—	—	4S	19W
-12668	1	01	03	29	05	0	P	—	—	2N	50E
-12668	6	26	-12	-51	-59	0	Pen	—	—	2N	15W
-12668	11	21	12	50	06	0	P	—	—	12S	161E
-12668	12	20	20	21	15	0	Pen	—	—	3S	65W
-12667	5	16	-5	-55	-40	0	Pen	—	—	15N	50E
-12667	11	11	02	31	46	0	T	—	—	16S	0E
-12666	5	06	-21	-15	-15	0	P	—	—	19N	174E
-12666	10	31	09	18	43	0	T	—	—	20S	80E
-12665	4	25	-6	-25	-12	0	T	—	—	22N	28E
-12665	10	20	-14	-14	-55	0	Pen	—	—	23S	83E
-12664	4	14	-13	-42	-14	0	P	—	—	25N	102W
-12664	9	08	-5	-8	-9	0	Pen	—	—	23S	178E
-12663	3	05	-10	-25	-58	0	P	—	—	22N	82W
-12663	8	29	-18	-36	-51	0	T	—	—	21S	42W
-12662	2	22	17	42	25	0	T	—	—	20N	32W
-12662	8	18	-3	-35	-59	0	T	—	—	19S	172E
-12661	2	11	18	23	02	0	P	—	—	18N	44W
-12661	8	08	-12	-41	-19	0	P	—	—	17S	27E
-12660	1	02	12	57	36	0	Pen	—	—	2N	158W
-12660	1	31	22	58	30	0	Pen	—	—	15N	21E
-12660	6	28	-18	-50	-24	0	Pen	—	—	1N	103W
-12660	12	22	03	25	29	0	P	—	—	2S	41E
-12659	6	17	-18	-34	-33	0	P	—	—	5N	114W
-12659	12	11	20	29	19	0	T	—	—	5S	74W
-12658	6	06	-18	-22	-36	0	T	—	—	9N	110W
-12658	12	01	11	28	01	0	P	—	—	9S	140E
-12657	5	26	-11	-40	-33	0	P	—	—	13N	31W
-12657	10	22	-19	-13	-43	0	Pen	—	—	23S	10E
-12656	4	15	-6	-31	-49	0	Pen	—	—	25N	4E
-12656	5	15	-22	-9	-33	0	Pen	—	—	15N	168E
-12656	10	10	-19	-36	-54	0	T	—	—	24S	16W
-12655	4	05	-14	-2	-6	0	T	—	—	25N	111W
-12655	9	29	-17	-32	-29	0	T	—	—	24S	3E
-12654	3	25	-1	-34	-36	0	T	—	—	24N	58E
-12654	9	18	-8	-23	-42	0	Pen	—	—	23S	143E
-12653	2	13	13	28	16	0	Pen	—	—	19N	117W
-12653	3	15	-20	-9	-1	0	Pen	—	—	23N	137E
-12653	8	09	-4	-41	-39	0	Pen	—	—	17S	148E
-12652	2	02	14	34	39	0	P	—	—	15N	98W
-12652	7	29	-14	-40	-7	0	T	—	—	13S	13W
-12651	1	21	21	06	02	0	T	—	—	11N	19W
-12651	7	18	-6	-24	-11	0	T	—	—	8S	112E
-12650	1	11	10	33	53	0	P	—	—	6N	179W
-12650	7	07	-5	-12	-54	0	Pen	—	—	3S	116E
-12650	12	02	20	21	33	0	Pen	—	—	8S	83W
-12649	1	01	03	37	09	0	Pen	—	—	1N	66E
-12649	5	28	-22	-29	-51	0	Pen	—	—	12N	180W
-12649	11	22	09	51	24	0	T	—	—	12S	116E
-12648	5	16	-13	-32	-18	0	P	—	—	16N	70W
-12648	11	10	16	20	55	0	T	—	—	17S	165W
-12647	5	06	-22	-38	-38	0	T	—	—	20N	144E
-12647	10	30	16	45	33	0	Pen	—	—	21S	161W
-12646	4	25	-6	-8	-21	0	P	—	—	23N	29E
-12646	9	20	-21	-4	-1	0	Pen	—	—	23S	51W
-12645	3	16	-3	-55	-17	0	P	—	—	23N	19E
-12645	9	09	-10	-5	-22	0	T	—	—	23S	103E
-12644	3	04	00	-15	-59	0	T	—	—	22N	68E
-12644	8	29	-18	-53	-25	0	T	—	—	22S	42W
-12643	2	22	00	24	37	0	P	—	—	21N	57E
-12643	8	18	-4	-4	-13	0	P	—	—	20S	172E
-12642	1	12	19	45	41	0	Pen	—	—	6N	43W
-12642	2	11	05	26	09	0	Pen	—	—	18N	121E
-12642	7	09	-10	-58	-56	0	Pen	—	—	4S	28E
-12641	1	02	10	38	12	0	P	—	—	3N	172E
-12641	6	28	-11	-3	-24	0	P	—	—	1N	16E
-12641	12	23	03	49	14	0	T	—	—	1S	57E
-12640	6	16	-10	-45	-33	0	T	—	—	5N	5E
-12640	12	11	18	38	44	0	P	—	—	4S	89W
-12639	6	05	-3	-46	-22	0	P	—	—	9N	100E
-12639	11	01	11	51	12	0	Pen	—	—	20S	126E
-12638	4	27	-22	-51	-53	0	Pen	—	—	23N	135E
-12638	5	26	-14	-7	00	0	Pen	—	—	12N	61W
-12638	10	21	-12	-26	-55	0	T	—	—	22S	115E
-12637	4	16	-6	-39	-18	0	T	—	—	24N	5E
-12637	10	10	-9	-50	-49	0	T	—	—	23S	134E
-12636	4	05	-18	-44	-21	0	T	—	—	24N	174E
-12636	9	28	00	-8	-47	0	Pen	—	—	23S	87W
-12635	3	25	-13	-54	-11	0	Pen	—	—	23N	122W
-12635	8	20	-19	-57	-4	0	Pen	—	—	21S	66W
-12634	2	12	20	39	15	0	P	—	—	19N	3E
-12634	8	09	-6	-7	-37	0	T	—	—	17S	133E
-12633	2	02	03	42	20	0	T	—	—	15N	97E
-12633	7	30	-22	-18	-2	0	T	—	—	12S	117W
-12632	1	22	17	36	14	0	P	—	—	10N	63W
-12632	7	18	-21	-28	-30	0	Pen	—	—	7S	113W
-12632	12	13	03	45	47	0	Pen	—	—	4S	47E
-12631	1	11	10	49	17	0	Pen	—	—	6N	179W
-12631	6	07	-14	-54	-23	0	Pen	—	—	8N	64W
-12631	12	02	17	02	23	0	T	—	—	8S	128W
-12630	5	27	-5	-39	-59	0	P	—	—	12N	60E
-12630	11	21	23	11	19	0	T	—	—	13S	49W
-12629	5	17	-14	-42	-34	0	T	—	—	17N	85W
-12629	11	10	23	35	22	0	Pen	—	—	17S	45W
-12628	5	06	-22	-25	-49	0	P	—	—	20N	160E
-12628	9	30	-13	-7	-6	0	Pen	—	—	23S	80E
-12627	3	27	-21	-19	-9	0	Pen	—	—	24N	135E
-12627	9	19	-1	-38	-55	0	T	—	—	24S	126W
-12626	3	16	-18	-11	-22	0	T	—	—	24N	169E
-12626	9	09	-10	-14	-44	0	T	—	—	24S	104E
-12625	3	05	-17	-30	-37	0	T	—	—	23N	158E
-12625	8	30	-19	-31	00	0	P	—	—	23S	57W
-12624	1	24	02	31	55	0	Pen	—	—	10N	73E
-12624	2	22	11	57	15	0	Pen	—	—	21N	123W
-12624	7	19	-3	-2	-26	0	Pen	—	—	8S	158E
-12623	1	12	17	47	02	0	P	—	—	7N	72W
-12623	7	08	-3	-24	-46	0	P	—	—	4S	147E
-12622	1	02	11	02	41	0	T	—	—	3N	172E
-12622	6	27	-2	-58	-33	0	T	—	—	0N	136E
-12622	12	23	01	38	47	0	P	—	—	0S	27E
-12621	6	17	-19	-41	-39	0	P	—	—	4N	130W
-12621	11	12	18	44	47	0	Pen	—	—	17S	118W
