Year	Month	Day	Hour	Minute	Second	EclipseType	Magnitude1	Magnitude2	Latitude	Longitude
15188	2	26	22	33	01	Pen	—	—	5N	164E
15188	7	23	21	40	19	Pen	—	—	18S	49W
15189	1	17	07	10	50	P	—	—	19N	126E
15189	7	12	21	56	09	T	—	—	20S	61W
15190	1	06	22	01	37	T	—	—	20N	115E
15190	7	02	04	24	57	T	—	—	21S	73W
15190	12	27	06	42	11	P	—	—	21N	104E
15191	6	21	17	42	08	P	—	—	21S	84W
15191	11	16	15	36	17	Pen	—	—	21N	61E
15192	5	12	00	54	51	P	—	—	19S	126W
15192	11	04	18	06	02	P	—	—	18N	50E
15193	5	01	13	09	41	T	—	—	16S	137W
15193	10	25	03	40	10	T	—	—	14N	39E
15194	4	20	18	21	18	P	—	—	12S	147W
15194	10	14	18	40	19	P	—	—	10N	29E
15195	4	09	18	37	26	Pen	—	—	8S	157W
15195	9	04	23	56	32	Pen	—	—	3S	9W
15196	2	28	09	09	30	P	—	—	5N	165E
15196	8	24	08	55	40	T	—	—	7S	19W
15197	2	16	22	11	42	T	—	—	10N	155E
15197	8	13	10	46	50	T	—	—	12S	29W
15198	2	06	14	54	23	P	—	—	14N	146E
15198	8	02	10	20	38	Pen	—	—	16S	40W
15198	12	28	20	35	48	Pen	—	—	20N	106E
15199	1	27	06	40	27	Pen	—	—	17N	136E
15199	6	23	02	38	58	Pen	—	—	21S	82W
15199	12	18	03	10	13	P	—	—	22N	94E
15200	6	11	17	14	38	T	—	—	22S	94W
15200	12	06	03	46	47	T	—	—	22N	83E
15201	6	01	09	34	24	T	—	—	22S	105W
15201	11	25	05	11	02	P	—	—	22N	71E
15202	5	21	22	59	05	Pen	—	—	21S	117W
15202	10	16	02	34	30	Pen	—	—	11N	31E
15203	4	11	14	07	00	P	—	—	9S	156W
15203	10	05	18	17	16	T	—	—	8N	20E
15204	3	30	14	16	56	T	—	—	5S	167W
15204	9	24	09	44	55	T	—	—	4N	10E
15205	3	19	18	38	35	P	—	—	2S	177W
15205	9	13	20	25	35	Pen	—	—	1N	0W
15206	2	07	22	07	58	Pen	—	—	14N	148E
15206	3	09	06	16	16	Pen	—	—	2N	173E
15206	8	04	05	33	38	Pen	—	—	15S	38W
15207	1	28	15	02	52	P	—	—	16N	137E
15207	7	24	05	56	15	P	—	—	18S	50W
15208	1	18	05	43	17	T	—	—	18N	127E
15208	7	12	12	41	54	T	—	—	19S	61W
15209	1	06	14	05	08	P	—	—	20N	115E
15209	7	02	02	08	09	P	—	—	20S	73W
15209	11	26	23	04	24	Pen	—	—	22N	73E
15210	5	23	09	01	52	P	—	—	21S	115W
15210	11	16	01	55	20	P	—	—	20N	61E
15211	5	12	20	54	57	T	—	—	19S	126W
15211	11	05	11	54	05	T	—	—	17N	50E
15212	5	01	01	41	13	P	—	—	15S	137W
15212	10	25	03	07	11	P	—	—	14N	40E
15213	4	20	01	49	17	Pen	—	—	11S	147W
15213	9	15	08	24	08	Pen	—	—	2N	1E
15214	3	10	16	40	13	P	—	—	1N	175E
15214	9	04	17	05	34	T	—	—	3S	9W
15215	2	28	05	59	42	T	—	—	6N	166E
15215	8	24	18	41	36	T	—	—	8S	19W
15216	2	17	22	46	16	P	—	—	10N	156E
15216	8	12	18	20	26	Pen	—	—	12S	30W
15217	1	08	04	14	44	Pen	—	—	19N	117E
15217	2	06	14	22	07	Pen	—	—	14N	146E
15217	7	03	10	56	47	Pen	—	—	20S	71W
15217	12	28	10	30	51	P	—	—	21N	106E
15218	6	23	01	39	30	T	—	—	22S	82W
15218	12	17	11	02	49	T	—	—	22N	94E
15219	6	12	17	52	30	T	—	—	23S	94W
15219	12	06	12	46	22	P	—	—	23N	82E
15220	6	01	06	57	01	Pen	—	—	23S	105W
15220	10	26	10	54	54	Pen	—	—	14N	41E
15220	11	24	21	13	58	Pen	—	—	23N	70E
15221	4	21	21	19	52	Pen	—	—	12S	146W
15221	10	16	02	47	19	T	—	—	11N	31E
15222	4	10	21	28	04	T	—	—	9S	157W
15222	10	05	18	11	48	T	—	—	8N	20E
15223	3	31	02	07	52	T	—	—	6S	167W
15223	9	25	04	37	20	Pen	—	—	5N	10E
15224	2	19	05	57	50	Pen	—	—	10N	158E
15224	3	19	14	02	32	Pen	—	—	2S	177W
15224	8	14	13	28	07	Pen	—	—	12S	28W
15225	2	07	22	53	11	P	—	—	13N	148E
15225	8	03	13	59	05	P	—	—	15S	39W
15226	1	28	13	22	04	T	—	—	16N	137E
15226	7	23	21	01	43	T	—	—	17S	50W
15227	1	17	21	24	37	P	—	—	18N	126E
15227	7	13	10	37	37	P	—	—	19S	61W
15227	12	08	06	28	04	Pen	—	—	23N	84E
15228	1	06	22	52	53	Pen	—	—	19N	115E
15228	6	02	17	11	54	Pen	—	—	23S	104W
15228	11	26	09	40	36	P	—	—	22N	73E
15229	5	23	04	43	40	T	—	—	21S	115W
15229	11	15	20	02	23	T	—	—	20N	61E
15230	5	12	09	06	11	T	—	—	18S	126W
15230	11	05	11	28	45	P	—	—	17N	50E
15231	5	01	09	06	54	Pen	—	—	14S	137W
15231	9	26	16	48	17	Pen	—	—	6N	12E
15232	3	21	00	13	49	P	—	—	3S	175W
15232	9	15	01	14	09	T	—	—	1N	2E
15233	3	10	13	46	42	T	—	—	2N	176E
15233	9	04	02	37	58	T	—	—	4S	8W
15234	2	28	06	36	17	P	—	—	6N	166E
15234	8	24	02	22	16	P	—	—	9S	19W
15235	1	19	11	49	37	Pen	—	—	17N	128E
15235	2	17	22	02	12	Pen	—	—	11N	157E
15235	7	14	19	19	20	Pen	—	—	18S	60W
15236	1	08	17	48	46	P	—	—	19N	117E
15236	7	03	10	06	40	T	—	—	21S	71W
15236	12	27	18	17	08	T	—	—	22N	106E
15237	6	23	02	13	20	T	—	—	22S	82W
15237	12	16	20	18	05	P	—	—	23N	94E
15238	6	12	14	59	08	Pen	—	—	23S	93W
15238	11	06	19	11	25	Pen	—	—	17N	52E
15238	12	06	05	11	02	Pen	—	—	24N	82E
15239	5	03	04	37	29	Pen	—	—	15S	135W
15239	10	27	11	12	28	T	—	—	15N	41E
15240	4	21	04	44	58	T	—	—	13S	146W
15240	10	16	02	33	56	T	—	—	12N	31E
15241	4	10	09	40	27	T	—	—	10S	157W
15241	10	05	12	45	04	Pen	—	—	9N	20E
15242	3	01	13	47	08	Pen	—	—	6N	168E
15242	3	30	21	51	15	Pen	—	—	6S	167W
15242	8	25	21	22	53	Pen	—	—	8S	17W
15243	2	19	06	41	54	P	—	—	10N	158E
15243	8	14	22	04	47	P	—	—	11S	28W
15244	2	08	20	57	50	T	—	—	12N	148E
15244	8	03	05	24	43	T	—	—	14S	39W
15245	1	28	04	39	56	P	—	—	15N	137E
15245	7	23	19	10	50	P	—	—	17S	50W
15245	12	18	13	46	50	Pen	—	—	23N	96E
15246	1	17	05	58	16	Pen	—	—	17N	126E
15246	6	14	01	26	41	Pen	—	—	23S	92W
15246	7	13	11	18	23	Pen	—	—	18S	61W
15246	12	07	17	23	08	P	—	—	23N	84E
15247	6	03	12	36	00	T	—	—	22S	103W
15247	11	27	04	08	15	T	—	—	21N	73E
15248	5	22	16	34	27	T	—	—	20S	115W
15248	11	15	19	47	34	P	—	—	19N	62E
15249	5	11	16	27	50	Pen	—	—	17S	126W
15249	10	07	01	09	50	Pen	—	—	10N	22E
15249	11	05	11	49	46	Pen	—	—	16N	51E
15250	4	01	07	50	44	P	—	—	7S	165W
15250	9	26	09	18	25	T	—	—	5N	12E
15251	3	21	21	37	17	T	—	—	2S	174W
15251	9	15	10	31	17	T	—	—	0N	2E
15252	3	10	14	27	27	P	—	—	2N	176E
15252	9	03	10	23	05	P	—	—	5S	9W
15253	1	29	19	21	04	Pen	—	—	14N	139E
15253	2	28	05	40	59	Pen	—	—	7N	167E
15253	7	25	03	44	55	Pen	—	—	16S	48W
15254	1	19	01	00	11	P	—	—	17N	128E
15254	7	14	18	38	35	T	—	—	19S	59W
15255	1	08	01	26	06	T	—	—	20N	117E
15255	7	04	10	37	55	T	—	—	21S	70W
15255	12	28	03	46	30	P	—	—	22N	106E
15256	6	22	23	04	42	P	—	—	23S	82W
15256	11	17	03	24	11	Pen	—	—	19N	63E
15256	12	16	13	04	13	Pen	—	—	24N	94E
15257	5	13	11	58	07	Pen	—	—	18S	124W
15257	11	06	19	34	36	P	—	—	18N	53E
15258	5	02	12	06	02	T	—	—	16S	136W
15258	10	27	10	52	01	T	—	—	15N	42E
15259	4	21	17	18	14	T	—	—	13S	147W
15259	10	16	20	49	37	P	—	—	13N	31E
15260	3	11	21	37	52	Pen	—	—	3N	178E
15260	4	10	05	42	51	Pen	—	—	10S	157W
15260	9	05	05	17	13	Pen	—	—	4S	7W
15261	3	01	14	30	46	P	—	—	6N	168E
15261	8	25	06	11	13	P	—	—	8S	18W
15262	2	19	04	31	43	T	—	—	9N	158E
15262	8	14	13	49	17	T	—	—	11S	28W
15263	2	08	11	53	48	P	—	—	12N	148E
15263	8	04	03	44	47	P	—	—	13S	39W
15263	12	29	21	02	18	Pen	—	—	23N	108E
15264	1	28	13	02	03	Pen	—	—	14N	137E
15264	6	24	09	44	38	Pen	—	—	23S	80W
15264	7	23	19	50	18	Pen	—	—	16S	50W
15264	12	18	01	00	28	P	—	—	23N	96E
15265	6	13	20	31	55	T	—	—	23S	91W
15265	12	07	12	08	47	T	—	—	22N	84E
15266	6	03	00	08	21	T	—	—	21S	103W
15266	11	27	03	59	54	P	—	—	21N	73E
15267	5	22	23	55	32	Pen	—	—	19S	115W
15267	10	18	09	27	12	Pen	—	—	13N	32E
15267	11	16	20	02	49	Pen	—	—	18N	62E
15268	4	11	15	30	31	Pen	—	—	11S	155W
15268	10	06	17	20	24	P	—	—	9N	22E
15269	4	01	05	29	02	T	—	—	6S	165W
15269	9	25	18	23	36	T	—	—	4N	12E
15270	3	21	22	18	37	T	—	—	2S	174W
15270	9	14	18	24	54	P	—	—	0S	1E
15271	2	10	02	50	29	Pen	—	—	10N	149E
15271	3	11	13	20	03	Pen	—	—	3N	176E
15271	8	05	12	12	40	Pen	—	—	13S	37W
15271	9	04	00	18	25	Pen	—	—	5S	9W
15272	1	30	08	10	27	P	—	—	14N	139E
15272	7	25	03	12	23	T	—	—	16S	48W
15273	1	18	08	32	55	T	—	—	18N	128E
15273	7	14	19	04	56	T	—	—	19S	59W
15274	1	07	11	12	37	P	—	—	21N	117E
15274	7	04	07	13	17	P	—	—	22S	70W
15274	11	28	11	32	12	Pen	—	—	20N	75E
15274	12	27	20	54	05	Pen	—	—	23N	106E
15275	5	24	19	24	23	Pen	—	—	19S	113W
15275	11	18	03	51	50	P	—	—	20N	64E
15276	5	12	19	32	09	P	—	—	18S	124W
15276	11	06	19	05	05	T	—	—	18N	53E
15277	5	02	01	00	54	T	—	—	16S	136W
15277	10	27	04	47	42	P	—	—	16N	42E
15278	4	21	13	38	38	P	—	—	14S	146W
15278	9	16	13	10	33	Pen	—	—	0N	4E
15279	3	12	22	19	37	P	—	—	2N	178E
15279	9	05	14	17	57	P	—	—	4S	7W
15280	3	01	12	04	19	T	—	—	5N	168E
15280	8	24	22	16	10	T	—	—	7S	18W
15281	2	18	19	03	30	P	—	—	8N	158E
15281	8	14	12	21	53	P	—	—	10S	28W
15282	1	09	04	14	00	Pen	—	—	21N	119E
15282	2	07	20	02	58	Pen	—	—	11N	147E
15282	7	05	18	06	11	Pen	—	—	22S	68W
15282	8	04	04	24	40	Pen	—	—	13S	39W
15282	12	29	08	35	48	P	—	—	22N	108E
15283	6	25	04	31	17	P	—	—	22S	79W
15283	12	18	20	07	43	T	—	—	22N	96E
15284	6	13	07	44	23	T	—	—	22S	92W
15284	12	07	12	10	13	P	—	—	21N	85E
15285	6	02	07	27	50	P	—	—	21S	104W
15285	10	28	17	39	33	Pen	—	—	17N	43E
15285	11	27	04	10	42	Pen	—	—	20N	74E
15286	4	22	23	15	21	Pen	—	—	14S	145W
15286	10	18	01	16	53	P	—	—	13N	33E
15287	4	12	13	25	06	T	—	—	10S	155W
15287	10	07	02	10	53	T	—	—	8N	22E
15288	4	01	06	12	40	T	—	—	6S	164W
15288	9	25	02	23	59	P	—	—	4N	12E
15289	2	20	10	16	27	Pen	—	—	7N	159E
15289	3	21	20	58	16	Pen	—	—	1S	174W
15289	8	15	20	42	25	Pen	—	—	9S	27W
15289	9	14	08	38	49	Pen	—	—	1S	2E
15290	2	09	15	16	33	P	—	—	11N	149E
15290	8	05	11	48	37	P	—	—	13S	37W
15291	1	29	15	36	34	T	—	—	15N	139E
15291	7	26	03	35	08	T	—	—	17S	47W
15292	1	18	18	36	17	P	—	—	19N	128E
15292	7	14	15	24	20	P	—	—	20S	58W
15292	12	08	19	37	20	Pen	—	—	21N	87E
15293	1	07	04	41	39	Pen	—	—	21N	117E
15293	6	04	02	55	06	Pen	—	—	21S	101W
15293	11	28	12	04	45	P	—	—	21N	75E
15294	5	24	03	04	19	P	—	—	20S	113W
15294	11	18	03	13	49	T	—	—	20N	64E
15295	5	13	08	48	28	T	—	—	19S	125W
15295	11	07	12	41	45	P	—	—	19N	53E
15296	5	01	21	38	18	P	—	—	17S	136W
15296	9	26	21	02	09	Pen	—	—	4N	14E
15297	3	23	06	08	38	P	—	—	2S	172W
15297	9	15	22	24	05	P	—	—	0N	3E
15298	3	12	19	37	03	T	—	—	1N	178E
15298	9	05	06	41	28	T	—	—	3S	7W
15299	3	02	02	13	37	P	—	—	5N	168E
15299	8	25	20	58	24	P	—	—	6S	18W
15300	1	20	11	23	34	Pen	—	—	19N	130E
15300	2	19	03	03	27	Pen	—	—	8N	157E
15300	7	17	02	29	28	Pen	—	—	20S	57W
15300	8	15	12	59	11	Pen	—	—	9S	28W
15301	1	09	16	07	58	P	—	—	21N	119E
15301	7	06	12	34	24	P	—	—	21S	68W
15301	12	30	04	01	03	T	—	—	21N	107E
15302	6	25	15	26	38	T	—	—	22S	80W
15302	12	19	20	15	04	P	—	—	21N	96E
15303	6	14	15	05	36	P	—	—	21S	92W
15303	11	10	01	46	59	Pen	—	—	20N	54E
15303	12	09	12	13	49	Pen	—	—	21N	85E
15304	5	04	07	04	30	Pen	—	—	17S	134W
15304	6	02	19	02	12	Pen	—	—	20S	104W
15304	10	29	09	09	30	P	—	—	16N	43E
15305	4	23	21	22	53	T	—	—	14S	145W
15305	10	18	09	56	18	T	—	—	12N	33E
15306	4	13	14	08	18	T	—	—	10S	154W
15306	10	07	10	21	21	P	—	—	8N	22E
15307	4	03	04	38	38	Pen	—	—	5S	164W
15307	8	28	05	13	12	Pen	—	—	5S	16W
15307	9	26	16	58	39	Pen	—	—	3N	12E
15308	2	21	22	22	13	P	—	—	7N	159E
15308	8	16	20	25	43	P	—	—	10S	26W
15309	2	09	22	40	04	T	—	—	12N	149E
15309	8	06	12	06	28	T	—	—	14S	36W
15310	1	30	01	58	56	P	—	—	16N	139E
15310	7	26	23	37	58	P	—	—	18S	47W
15310	12	21	03	38	52	Pen	—	—	21N	98E
15311	1	19	12	27	47	Pen	—	—	19N	128E
15311	6	16	10	30	17	Pen	—	—	21S	90W
15311	12	10	20	12	54	P	—	—	22N	87E
15312	6	04	10	42	05	P	—	—	21S	102W
15312	11	29	11	16	13	T	—	—	22N	75E
15313	5	24	16	41	39	T	—	—	21S	113W
15313	11	18	20	28	53	P	—	—	21N	64E
15314	5	14	05	43	09	P	—	—	19S	125W
15314	10	09	04	49	35	Pen	—	—	8N	24E
15315	4	04	13	59	57	P	—	—	6S	162W
15315	5	03	22	12	08	Pen	—	—	18S	136W
15315	9	28	06	29	31	P	—	—	5N	13E
15316	3	24	03	08	47	T	—	—	3S	172W
15316	9	16	15	07	55	T	—	—	1N	3E
15317	3	13	09	22	19	P	—	—	1N	177E
15317	9	06	05	36	05	P	—	—	2S	7W
15318	3	02	10	03	21	Pen	—	—	4N	167E
15318	7	28	10	56	03	Pen	—	—	17S	45W
15318	8	26	21	35	08	Pen	—	—	5S	17W
15319	1	20	23	39	33	P	—	—	18N	130E
15319	7	17	20	38	58	P	—	—	19S	56W
15320	1	10	11	54	05	T	—	—	20N	119E
15320	7	05	23	11	19	T	—	—	21S	68W
15320	12	30	04	16	53	P	—	—	21N	108E
15321	6	24	22	48	08	P	—	—	21S	80W
15321	11	20	09	49	06	Pen	—	—	22N	66E
15321	12	19	20	12	02	Pen	—	—	21N	96E
15322	5	15	14	59	34	Pen	—	—	20S	123W
15322	6	14	02	59	25	Pen	—	—	21S	92W
15322	11	09	16	55	03	P	—	—	19N	54E
15323	5	05	05	26	35	T	—	—	17S	134W
15323	10	29	17	36	14	T	—	—	16N	43E
15324	4	23	22	06	48	T	—	—	13S	144W
15324	10	17	18	15	33	P	—	—	12N	32E
15325	4	13	12	20	26	P	—	—	9S	154W
15325	9	07	13	43	58	Pen	—	—	1S	6W
15325	10	07	01	15	36	Pen	—	—	7N	22E
15326	3	04	05	26	09	Pen	—	—	4N	169E
15326	8	28	05	03	59	P	—	—	6S	16W
15327	2	21	05	42	51	T	—	—	8N	159E
15327	8	17	20	38	49	T	—	—	10S	25W
15328	2	10	09	20	52	P	—	—	12N	149E
15328	8	06	07	53	36	P	—	—	14S	36W
15328	12	31	11	36	23	Pen	—	—	20N	110E
15329	1	29	20	11	02	Pen	—	—	16N	139E
15329	6	26	18	10	04	Pen	—	—	21S	78W
15329	12	21	04	17	19	P	—	—	21N	98E
15330	6	15	18	25	29	P	—	—	22S	90W
15330	12	10	19	14	09	T	—	—	22N	87E
15331	6	05	00	40	10	T	—	—	22S	102W
15331	11	30	04	12	17	P	—	—	22N	75E
15332	5	24	13	51	10	P	—	—	21S	113W
15332	10	19	12	34	50	Pen	—	—	12N	35E
15332	11	18	06	06	28	Pen	—	—	21N	63E
15333	4	14	21	53	08	Pen	—	—	10S	152W
15333	5	14	06	19	00	Pen	—	—	20S	125W
15333	10	08	14	31	55	P	—	—	9N	24E
15334	4	04	10	42	40	T	—	—	7S	162W
15334	9	27	23	31	37	T	—	—	5N	13E
15335	3	24	16	33	10	T	—	—	3S	172W
15335	9	17	14	10	53	P	—	—	2N	3E
15336	3	12	17	04	59	Pen	—	—	0N	177E
15336	8	07	19	23	31	Pen	—	—	14S	34W
15336	9	06	06	09	47	Pen	—	—	2S	7W
15337	1	31	07	08	06	P	—	—	16N	140E
15337	7	28	04	46	42	P	—	—	17S	45W
15338	1	20	19	43	06	T	—	—	18N	130E
15338	7	17	07	00	28	T	—	—	19S	57W
15339	1	10	12	14	23	P	—	—	19N	119E
15339	7	06	06	36	25	P	—	—	20S	69W
15339	12	01	17	46	19	Pen	—	—	23N	77E
15339	12	31	04	06	05	Pen	—	—	20N	108E
15340	5	25	22	58	47	Pen	—	—	22S	112W
15340	6	24	11	01	32	Pen	—	—	21S	81W
15340	11	20	00	37	00	P	—	—	21N	66E
15341	5	15	13	33	44	P	—	—	20S	122W
15341	11	09	01	12	08	T	—	—	18N	54E
15342	5	05	06	08	55	T	—	—	16S	133W
15342	10	29	02	07	35	P	—	—	15N	43E
15343	4	24	20	04	59	P	—	—	13S	143W
15343	9	18	22	13	52	Pen	—	—	3N	4E
15343	10	18	09	30	48	Pen	—	—	11N	33E
15344	3	14	12	31	14	Pen	—	—	1S	179E
15344	9	07	13	41	39	P	—	—	2S	5W
15345	3	03	12	45	47	T	—	—	4N	169E
15345	8	28	05	11	02	T	—	—	6S	15W
15346	2	20	16	43	40	T	—	—	9N	159E
15346	8	17	16	08	24	P	—	—	11S	25W
15347	1	11	19	31	17	Pen	—	—	18N	121E
15347	2	10	03	54	43	Pen	—	—	13N	149E
15347	7	08	01	54	02	Pen	—	—	19S	67W
15347	8	06	19	50	44	Pen	—	—	15S	36W
15348	1	01	12	17	34	P	—	—	20N	110E
15348	6	26	02	13	29	P	—	—	21S	79W
15348	12	21	03	06	37	T	—	—	22N	99E
15349	6	15	08	45	01	T	—	—	22S	90W
15349	12	10	11	47	36	P	—	—	23N	87E
15350	6	04	22	05	39	P	—	—	23S	102W
15350	10	30	20	15	30	Pen	—	—	15N	45E
15350	11	29	13	33	01	Pen	—	—	23N	75E
15351	4	26	05	49	11	Pen	—	—	13S	142W
15351	5	25	14	30	02	Pen	—	—	22S	113W
15351	10	19	22	32	18	P	—	—	12N	34E
15352	4	14	18	17	51	T	—	—	10S	152W
15352	10	08	07	54	46	T	—	—	9N	24E
15353	4	03	23	43	35	T	—	—	7S	163W
15353	9	27	22	45	50	P	—	—	6N	13E
15354	3	24	00	08	29	Pen	—	—	4S	173W
15354	8	19	03	51	41	Pen	—	—	11S	23W
15354	9	17	14	43	09	Pen	—	—	3N	3E
15355	2	11	14	38	06	P	—	—	12N	151E
15355	8	08	12	55	26	P	—	—	14S	34W
15356	2	01	03	32	06	T	—	—	15N	141E
15356	7	27	14	51	04	T	—	—	16S	46W
15357	1	20	20	10	19	P	—	—	17N	130E
15357	7	16	14	28	53	P	—	—	18S	58W
15357	12	12	01	37	20	Pen	—	—	24N	89E
15358	1	10	11	55	23	Pen	—	—	18N	119E
15358	6	06	07	04	39	Pen	—	—	23S	100W
15358	7	05	19	09	15	Pen	—	—	20S	69W
15358	12	01	08	12	02	P	—	—	22N	77E
15359	5	26	21	45	38	P	—	—	21S	111W
15359	11	20	08	42	34	T	—	—	20N	66E
15360	5	15	14	14	47	T	—	—	19S	122W
15360	11	08	09	54	25	P	—	—	18N	54E
15361	5	05	03	51	41	P	—	—	16S	133W
15361	9	29	06	42	11	Pen	—	—	7N	15E
15361	10	28	17	41	59	Pen	—	—	14N	43E
15362	3	25	19	36	54	Pen	—	—	5S	171W
15362	9	18	22	17	54	P	—	—	2N	5E
15363	3	14	19	50	35	T	—	—	0N	179E
15363	9	08	13	43	23	T	—	—	2S	5W
15364	3	03	00	06	37	T	—	—	5N	169E
15364	8	28	00	24	28	P	—	—	7S	15W
15365	1	22	03	24	11	Pen	—	—	16N	131E
15365	2	20	11	37	32	Pen	—	—	9N	160E
15365	7	18	09	42	20	Pen	—	—	17S	55W
15365	8	17	03	48	57	Pen	—	—	11S	25W
15366	1	11	20	14	21	P	—	—	19N	121E
15366	7	07	10	07	23	P	—	—	20S	67W
15367	1	01	10	55	46	T	—	—	21N	110E
15367	6	26	16	53	19	T	—	—	22S	78W
15367	12	21	19	19	55	P	—	—	23N	98E
15368	6	15	06	23	36	P	—	—	23S	90W
15368	11	10	03	52	16	Pen	—	—	17N	56E
15368	12	09	20	55	06	Pen	—	—	24N	87E
15369	5	06	13	48	08	Pen	—	—	16S	131W
15369	6	04	22	44	58	Pen	—	—	23S	101W
15369	10	30	06	28	56	P	—	—	15N	45E
15370	4	26	01	56	38	P	—	—	14S	142W
15370	10	19	16	13	09	T	—	—	13N	34E
15371	4	15	06	58	27	T	—	—	11S	152W
15371	10	09	07	17	11	P	—	—	10N	23E
15372	4	03	07	14	26	P	—	—	8S	163W
15372	8	29	12	19	43	Pen	—	—	7S	13W
15372	9	27	23	14	12	Pen	—	—	7N	13E
15373	2	21	22	07	23	Pen	—	—	9N	161E
15373	8	18	21	05	19	P	—	—	10S	24W
15374	2	11	11	18	57	T	—	—	12N	151E
15374	8	07	22	45	41	T	—	—	13S	35W
15375	2	01	04	03	38	T	—	—	14N	141E
15375	7	27	22	24	57	P	—	—	16S	46W
15375	12	23	09	23	54	Pen	—	—	23N	100E
15376	1	21	19	41	39	Pen	—	—	16N	130E
15376	6	16	15	14	58	Pen	—	—	24S	88W
15376	7	16	03	21	27	Pen	—	—	18S	58W
15376	12	11	15	42	02	P	—	—	23N	89E
15377	6	06	06	01	43	P	—	—	23S	100W
15377	11	30	16	09	15	T	—	—	22N	77E
15378	5	26	22	24	23	T	—	—	21S	111W
15378	11	19	17	38	32	P	—	—	20N	66E
15379	5	16	11	42	25	P	—	—	18S	122W
15379	10	10	15	08	55	Pen	—	—	11N	25E
15379	11	09	01	51	18	Pen	—	—	17N	54E
15380	4	05	02	44	18	Pen	—	—	9S	161W
15380	9	29	06	52	24	P	—	—	7N	15E
15381	3	25	02	57	50	P	—	—	4S	171W
15381	9	18	22	13	00	T	—	—	2N	5E
15382	3	14	07	32	35	T	—	—	1N	179E
15382	9	08	08	38	32	P	—	—	3S	4W
15383	3	03	19	22	13	P	—	—	5N	169E
15383	7	29	17	32	21	Pen	—	—	15S	44W
15383	8	28	11	45	44	Pen	—	—	7S	15W
15384	1	23	04	08	24	P	—	—	16N	132E
15384	7	17	18	05	36	P	—	—	18S	56W
15385	1	11	18	38	44	T	—	—	19N	122E
15385	7	07	01	07	58	T	—	—	21S	67W
15386	1	01	02	45	18	P	—	—	22N	110E
15386	6	26	14	46	53	P	—	—	23S	78W
15386	11	21	11	23	51	Pen	—	—	19N	67E
15386	12	21	04	11	42	Pen	—	—	23N	98E
15387	5	17	21	51	24	Pen	—	—	18S	120W
15387	6	16	07	04	39	Pen	—	—	24S	90W
15387	11	10	14	23	16	P	—	—	18N	56E
15388	5	06	09	36	51	P	—	—	17S	131W
15388	10	30	00	30	31	T	—	—	16N	45E
15389	4	25	14	15	12	T	—	—	14S	142W
15389	10	19	15	46	22	P	—	—	14N	34E
15390	4	14	14	24	17	P	—	—	11S	153W
15390	9	09	20	47	36	Pen	—	—	3S	3W
15390	10	09	07	43	14	Pen	—	—	11N	24E
15391	3	05	05	39	07	Pen	—	—	5N	171E
15391	8	30	05	14	03	P	—	—	6S	13W
15392	2	22	19	06	57	T	—	—	8N	161E
15392	8	18	06	40	27	T	—	—	9S	24W
15393	2	11	11	54	57	T	—	—	11N	151E
15393	8	07	06	23	45	P	—	—	13S	35W
15394	1	02	17	05	16	Pen	—	—	22N	112E
15394	2	01	03	24	54	Pen	—	—	13N	140E
15394	6	27	23	30	11	Pen	—	—	23S	76W
15394	7	27	11	36	31	Pen	—	—	15S	46W
15394	12	22	23	06	00	P	—	—	23N	101E
15395	6	17	14	22	33	P	—	—	23S	88W
15395	12	11	23	30	20	T	—	—	22N	89E
15396	6	06	06	37	43	T	—	—	22S	99W
15396	11	30	01	18	02	P	—	—	21N	77E
15397	5	26	19	36	54	P	—	—	20S	110W
15397	10	20	23	31	55	Pen	—	—	15N	36E
15397	11	19	09	55	09	Pen	—	—	19N	65E
15398	4	16	09	54	51	Pen	—	—	12S	151W
15398	5	16	01	45	50	Pen	—	—	18S	122W
15398	10	10	15	24	46	P	—	—	11N	25E
15399	4	05	10	07	49	P	—	—	8S	162W
15399	9	30	06	41	11	T	—	—	6N	16E
15400	3	25	15	00	25	T	—	—	3S	171W
15400	9	19	16	51	53	P	—	—	1N	6E
15401	3	15	03	06	54	P	—	—	1N	179E
15401	8	10	01	26	06	Pen	—	—	11S	34W
15401	9	08	19	43	32	Pen	—	—	3S	4W
15402	2	03	12	00	34	P	—	—	13N	142E
15402	7	30	02	07	00	P	—	—	15S	44W
15403	1	24	02	19	49	T	—	—	17N	132E
15403	7	19	09	25	46	T	—	—	19S	56W
15404	1	13	10	07	49	P	—	—	20N	121E
15404	7	07	23	13	12	P	—	—	21S	67W
15405	1	01	11	25	00	Pen	—	—	22N	110E
15405	5	29	05	58	33	Pen	—	—	20S	109W
15405	6	27	15	28	04	Pen	—	—	23S	78W
15405	11	21	22	12	17	P	—	—	20N	67E
15406	5	18	17	22	16	P	—	—	19S	120W
15406	11	11	08	43	09	T	—	—	19N	56E
15407	5	07	21	36	08	T	—	—	17S	131W
15407	11	01	00	11	13	P	—	—	17N	45E
15408	4	25	21	38	18	P	—	—	15S	142W
15408	9	21	05	13	03	Pen	—	—	1N	7E
15408	10	20	16	07	49	Pen	—	—	14N	34E
15409	3	16	13	11	08	Pen	—	—	1N	179W
15409	4	15	00	54	34	Pen	—	—	12S	153W
15409	9	10	13	22	39	P	—	—	2S	3W
15410	3	06	02	54	48	T	—	—	4N	171E
